item_id,amount
allspice,none
almonds,none
anchovy,none
andouillette,none
apple,none
apricot,none
apricot_jam,none
arborio_rice,none
artichoke,none
arugula,none
asparagus,none
baccala,none
bacon,none
baguette,none
baltic_herring,none
banana,none
barley,none
barley_flour,none
basil,none
bay_leaf,none
beans,none
bechamel,none
beef_bones,none
beef_broth,none
beef_chunks,none
beef_sirloin,none
beef_steak,none
beet,none
beet_greens,none
bell_pepper,none
berries,none
biryani_masala,none
biscuit_crumbs,none
black_eyed_peas,none
black_lentils,none
black_pepper,none
blood_sausage_base,none
blueberries,none
boiled_sausage,none
bouquet_garni,none
bread,none
bread_dough,none
bread_dumpling,none
bread_roll,none
breadcrumbs,none
bresaola,none
broccoli,none
broccoli_rabe,none
brown_gravy,none
brunost,none
bucatini,none
buckwheat,none
buckwheat_flour,none
buckwheat_pasta,none
bulgur,none
butter,none
buttermilk,none
cabbage,none
cake_crumbs,none
calvados,none
candied_fruit,none
candied_orange,none
canned_beans,none
canned_peas,none
canned_tuna,none
cannelloni_tubes,none
capers,none
caramel,none
caraway,none
cardamom,none
carp,none
carrot,none
cashews,none
catfish,none
cauliflower,none
celery,none
celery_root,none
celery_stalk,none
chana_dal,none
chana_masala_spice,none
chapati,none
chard,none
cherry,none
cherry_sauce,none
chestnut_flour,none
chestnut_puree,none
chestnuts,none
chicken_drumstick,none
chicken_fillet,none
chicken_gizzards,none
chicken_liver,none
chicken_parts,none
chicken_pieces,none
chicken_thigh,none
chickpea,none
chickpea_flour,none
chives,none
chocolate,none
chutney,none
cinnamon,none
clams,none
cloudberries,none
cloves,none
cocoa,none
cocoa_powder,none
coconut,none
coconut_flakes,none
coconut_milk,none
coconut_oil,none
cod,none
coffee,none
cognac,none
corn,none
corn_grits,none
cornmeal,none
cottage_cheese,none
cranberries,none
cranberry_jam,none
crayfish,none
cream,none
cream_cheese,none
csipetke,none
cucumber,none
cumin,none
cured_lamb,none
curry_leaves,none
curry_powder,none
debreceni_sausage,none
dill,none
dill_crown,none
dried_fruit,none
dried_mint,none
dried_porcini,none
drumstick_pods,none
dry_garlic,none
duck,none
duck_breast,none
duck_confit,none
duck_fat,none
duck_leg,none
dumplings,none
eggplant,none
eggs,none
endive,none
falukorv,none
farro,none
fava_beans,none
fenalar,none
fennel,none
fennel_bulb,none
fennel_seeds,none
fermented_fish,none
fermented_lamb,none
feta_cheese,none
fettuccine,none
filo_dough,none
fine_herbs,none
fish_broth,none
fish_roes_milt,none
fish_sauce_base,none
flatbread,none
flattened_rice,none
flax_seeds,none
flour,none
fontina,none
fresh_cheese,none
fried_onion,none
frozen_capelin,none
frozen_hake,none
garam_masala,none
gelatin,none
ghee,none
ginger,none
gingerbread,none
gingerbread_spice,none
gnocchi,none
goat_cheese,none
goose,none
goose_fat,none
goose_leg,none
goose_liver,none
gorgonzola,none
grape_leaves,none
grape_molasses,none
gravy,none
green_beans,none
green_peas,none
greens,none
ground_beef,none
ground_chicken,none
ground_lamb,none
ground_pork,none
ground_veal,none
gruyere,none
guanciale,none
gullac_sheets,none
haddock,none
ham,none
hard_cheese,none
hazelnuts,none
hermelin_cheese,none
herring,none
honey,none
horseradish,none
hot_paprika,none
hotdog_bun,none
hotdog_sausage,none
hurka,none
ice_cream,none
idli_rice,none
isterband,none
italian_sausage,none
jaggery,none
jam,none
jelito,none
jitrnice,none
juniper,none
kadayif,none
kashmiri_chili,none
ketchup,none
khoya,none
kidney_beans,none
kifli,none
klippfisk,none
kohlrabi,none
kokum,none
kunefe_cheese,none
ladyfingers,none
lamb,none
lamb_chunks,none
lamb_head_trotters,none
lamb_leg,none
lamb_ribs,none
lamb_shank,none
langoustine,none
lasagna_sheets,none
lavash,none
leek,none
lefse,none
lemon,none
lingonberries,none
lingonberry_jam,none
liver,none
liver_pate,none
lobster_shells,none
lutefisk,none
macaroni,none
manti,none
marjoram,none
maroilles,none
marsala_wine,none
marzipan,none
mascarpone,none
matjes_herring,none
mayonnaise,none
meat_bones,none
meat_leftovers,none
meatballs,none
medisterpolse,none
melon,none
melting_cheese,none
milk,none
milk_powder,none
millet,none
mint,none
mint_chutney,none
mixed_freshwater_fish,none
mixed_sea_fish,none
montasio,none
mozzarella,none
mung_beans,none
mushroom,none
mushrooms,none
mussels,none
mustard,none
mustard_seeds,none
mutton_chunks,none
nettle,none
nihari_masala,none
nokedli,none
noodle,none
nutmeg,none
oats,none
okra,none
olive,none
olive_oil,none
olives,none
onion,none
onion_salad,none
orange,none
orange_liqueur,none
orecchiette,none
oregano,none
oxtail,none
pancetta,none
paneer,none
pappardelle,none
paprika,none
parmesan,none
parsley,none
parsnip,none
pasta,none
pastirma,none
pastry_cream,none
pate,none
pav_bhaji_masala,none
peanuts,none
pear,none
pear_jam,none
peas,none
pecorino,none
pelmeni,none
penne,none
piadina,none
pickled_beet,none
pickled_cucumber,none
pickled_herring,none
pickled_vegetable,none
pike,none
piment_espelette,none
pine_nuts,none
pistachios,none
plaice,none
plum,none
plum_jam,none
poppy_seed,none
pork_belly,none
pork_chop,none
pork_chunks,none
pork_cracklings,none
pork_ears,none
pork_hock,none
pork_lardons,none
pork_liver,none
pork_neck,none
pork_ribs,none
pork_roast,none
pork_shank,none
pork_shoulder,none
pork_tail,none
pork_tenderloin,none
pork_trotters,none
potato,none
potato_dumpling,none
potato_salad,none
potato_starch,none
prosciutto,none
prosciutto_cotto,none
prune_jam,none
prunes,none
puff_pastry,none
puffed_rice,none
pumpkin,none
puri_shells,none
quince,none
rabbit,none
raclette_cheese,none
radicchio,none
raisins,none
rakfisk,none
rapeseed_oil,none
rasam_powder,none
raspberry,none
raspberry_jam,none
ravioli,none
raw_onion,none
reblochon,none
red_cabbage,none
red_currant,none
red_lentils,none
red_pepper_flakes,none
red_sausage,none
red_wine,none
reindeer_meat,none
remoulade,none
rice,none
rice_flour,none
ricotta,none
ricotta_salata,none
rigatoni,none
roast_beef,none
rosemary,none
rugbraud,none
rum,none
rutabaga,none
rye_bread,none
rye_flour,none
saffron,none
sage,none
salami,none
salep,none
salmon,none
salo,none
salt_cod,none
salt_pork,none
salted_herring,none
salted_lamb_ribs,none
salted_mackerel,none
sambar_powder,none
sardines,none
sauerkraut,none
sausage_casing,none
sausages,none
scallops,none
semolina,none
sesame,none
shallot,none
sheep_cheese,none
shellfish,none
shortcrust_pastry,none
shrimp,none
shrimp_shells,none
skrei,none
skyr,none
smalec,none
smoked_fish,none
smoked_ham,none
smoked_lamb,none
smoked_meat,none
smoked_pork_hock,none
smoked_pork_ribs,none
smoked_salmon,none
smoked_sausage,none
snails,none
soft_cheese,none
sole_fish,none
sorrel,none
sour_cream,none
sourdough_starter,none
soy_sauce,none
spaghetti,none
spinach,none
split_peas,none
sponge_cake,none
squid,none
starch,none
stew,none
stockfish,none
strawberry,none
strudel_dough,none
sucuk,none
sugar,none
sunflower_seeds,none
surstromming,none
tagliatelle,none
tahini,none
tamarind,none
tandoori_masala,none
tarhana,none
tarhonya,none
tarragon,none
tartar_sauce,none
tartlet_shells,none
thyme,none
tomato,none
tomato_paste,none
tomato_sauce,none
tomme_cheese,none
toor_dal,none
tortellini,none
tripe,none
trofie,none
trout,none
turmeric,none
turnip,none
urad_dal,none
vanilla,none
vanilla_sugar,none
vareniki,none
veal_chunks,none
veal_cutlet,none
veal_roast,none
veal_shank,none
vendace,none
venison_chunks,none
vermicelli,none
vinegar,none
walnuts,none
wheat_berries,none
wheat_flour,none
white_beans,none
white_bread,none
white_cheese,none
white_fish,none
white_sauce,none
white_wine,none
whole_chicken,none
wide_noodles,none
wild_boar,none
yeast,none
yellow_lentils,none
yogurt,none
young_cabbage,none
yufka,none
zeltz,none
zucchini,none
zucchini_flowers,none
